1.0,62.0,20351.0
2.0,34.5,13316.0
3.0,34.5,12735.6666667
2.0,47.0,15767.5
1.0,32.0,12686.0
1.0,52.0,16095.0
1.0,42.0,14923.0
3.0,47.0,15998.6666667
1.0,62.0,12385.0
1.0,42.0,19186.0
2.0,42.0,16103.0
1.0,52.0,13068.0
4.0,47.0,17493.25
1.0,34.5,20354.0
1.0,37.0,21240.0
1.0,24.5,10293.0
1.0,47.0,19993.0
1.0,42.0,21737.0
1.0,44.5,14065.0
1.0,47.0,11769.0
2.0,44.5,20025.5
1.0,64.5,24380.0
1.0,32.0,12993.0
1.0,47.0,18271.0
1.0,57.0,18123.0
1.0,37.0,17670.0
3.0,42.0,15684.0
2.0,34.5,12490.5
1.0,27.0,15946.0
1.0,52.0,12331.0
3.0,34.5,11640.6666667
1.0,57.0,14015.0
1.0,52.0,17815.0
1.0,47.0,16878.0
1.0,32.0,13937.0
1.0,57.0,13717.0
1.0,54.5,16759.0
1.0,64.5,12501.0
1.0,52.0,21289.0
1.0,37.0,14242.0
3.0,34.5,15156.6666667
1.0,37.0,13655.0
1.0,42.0,12905.0
1.0,32.0,18955.0
2.0,57.0,12458.5
1.0,44.5,15082.0
2.0,47.0,14536.5
1.0,42.0,15847.0
3.0,32.0,17274.0
2.0,47.0,17217.5
2.0,44.5,17462.0
1.0,52.0,20395.0
1.0,27.0,12616.0
1.0,52.0,17111.0
1.0,47.0,16430.0
1.0,47.0,16892.0
2.0,42.0,12995.5
1.0,42.0,13517.0
1.0,34.5,16820.0
1.0,42.0,16594.0
1.0,42.0,13882.0
3.0,44.5,13769.6666667
1.0,42.0,15403.0
2.0,47.0,13599.5
2.0,52.0,11655.5
1.0,57.0,12582.0
1.0,44.5,15833.0
1.0,34.5,14028.0
1.0,52.0,20377.0
1.0,42.0,15119.0
2.0,52.0,15304.0
4.0,44.5,12238.0
1.0,27.0,15254.0
1.0,34.5,15394.0
1.0,27.0,13427.0
1.0,21.0,11624.0
1.0,37.0,17021.0
1.0,44.5,13091.0
2.0,37.0,19238.0
2.0,47.0,14217.0
1.0,37.0,16940.0
2.0,47.0,12349.0
1.0,21.0,15671.0
6.0,27.0,12893.1428571
2.0,57.0,14791.5
1.0,32.0,21912.0
1.0,74.5,20697.0
3.0,52.0,17248.3333333
2.0,47.0,16171.0
1.0,47.0,14702.0
1.0,42.0,18121.0
1.0,32.0,12422.0
1.0,21.0,13066.0
1.0,44.5,14645.0
1.0,37.0,17198.0
2.0,42.0,13926.0
1.0,32.0,13797.0
1.0,37.0,18266.0
1.0,52.0,16098.0
1.0,62.0,16553.0
1.0,34.5,12363.0
1.0,47.0,10260.0
1.0,47.0,12138.0
2.0,42.0,12803.0
2.0,52.0,12910.0
1.0,42.0,18877.0
5.0,42.0,11105.8333333
2.0,54.5,12396.5
1.0,62.0,18405.0
1.0,44.5,12533.0
1.0,37.0,15965.0
1.0,62.0,22342.0
1.0,42.0,15122.0
1.0,34.5,13131.0
2.0,57.0,15849.5
2.0,52.0,18445.5
2.0,52.0,14419.5
1.0,54.5,12901.0
1.0,42.0,17559.0
2.0,47.0,12857.5
1.0,42.0,16676.0
2.0,32.0,12695.0
1.0,47.0,19167.0
1.0,42.0,18168.0
1.0,44.5,15007.0
1.0,37.0,16833.0
3.0,42.0,12376.3333333
3.0,52.0,13331.25
2.0,42.0,14039.0
1.0,21.0,18281.0
1.0,47.0,15479.0
1.0,42.0,15168.0
2.0,34.5,13714.0
1.0,52.0,17203.0
1.0,37.0,23160.0
1.0,57.0,13963.0
1.0,52.0,17194.0
2.0,37.0,15963.0
1.0,27.0,14256.0
1.0,37.0,23322.0
1.0,34.5,17414.0
1.0,42.0,14228.0
1.0,42.0,12943.0
1.0,34.5,21443.0
2.0,44.5,11985.5
2.0,52.0,15871.0
1.0,42.0,17523.0
1.0,37.0,12372.0
1.0,37.0,17725.0
1.0,44.5,16177.0
1.0,37.0,15116.0
2.0,47.0,15356.0
1.0,34.5,14861.0
2.0,21.0,16012.0
1.0,37.0,14271.0
1.0,44.5,13192.0
1.0,37.0,21512.0
1.0,54.5,14568.0
1.0,34.5,15917.0
1.0,47.0,11242.0
1.0,54.5,11936.0
1.0,37.0,13771.0
1.0,42.0,22598.0
1.0,27.0,19208.0
2.0,37.0,16012.0
1.0,44.5,14106.0
1.0,37.0,20069.0
3.0,52.0,16923.0
1.0,52.0,15506.0
1.0,52.0,14198.0
1.0,37.0,12296.0
6.0,62.0,14543.6666667
1.0,47.0,14776.0
2.0,42.0,14521.0
1.0,44.5,16461.0
2.0,42.0,14601.5
1.0,37.0,15758.0
2.0,57.0,12439.0
2.0,27.0,16642.5
1.0,34.5,12784.0
0.0,54.5,16096.0
